=== Average statistics (CEC2017 F29, Dim=50) ===
---------------------------------------------------------------------------------------------------
Algorithm		Best		Mean		Std		Median		SE		ConvIter	ΔMean		ΔIter
---------------------------------------------------------------------------------------------------
iPWO              	3.256e+03	3.360e+03	9.268e+01	3.327e+03	1.298e+01	16637.0	0.000e+00	0.0
PWO               	5.145e+03	6.199e+03	5.714e+02	6.097e+03	8.001e+01	16112.2	2.839e+03	-524.7
SFOA              	5.989e+03	7.113e+03	5.423e+02	7.088e+03	7.594e+01	431.5	3.754e+03	-16205.5
DRA               	1.097e+04	2.335e+04	8.872e+03	2.120e+04	1.242e+03	7154.1	1.999e+04	-9482.9
MGO               	3.557e+03	3.942e+03	1.755e+02	3.922e+03	2.458e+01	16662.7	5.825e+02	25.7
LCA               	2.884e+04	1.592e+06	1.863e+06	8.367e+05	2.609e+05	5.4	1.589e+06	-16631.6
DE                	3.280e+03	3.720e+03	3.048e+02	3.660e+03	4.269e+01	16576.9	3.604e+02	-60.1
PSO               	3.602e+03	4.622e+03	6.282e+02	4.488e+03	8.797e+01	8608.0	1.262e+03	-8029.0
GWO               	3.828e+03	4.368e+03	2.845e+02	4.339e+03	3.984e+01	16666.1	1.008e+03	29.1
