=== Average statistics (CEC2017 F15, Dim=50) ===
---------------------------------------------------------------------------------------------------
Algorithm		Best		Mean		Std		Median		SE		ConvIter	ΔMean		ΔIter
---------------------------------------------------------------------------------------------------
iPWO              	1.627e+03	1.853e+03	1.341e+02	1.815e+03	1.878e+01	16643.3	0.000e+00	0.0
PWO               	8.268e+03	3.176e+04	1.580e+04	2.866e+04	2.212e+03	15602.3	2.991e+04	-1041.0
SFOA              	3.117e+07	1.154e+08	7.375e+07	1.030e+08	1.033e+07	372.3	1.154e+08	-16270.9
DRA               	2.772e+09	7.372e+09	2.276e+09	7.339e+09	3.187e+08	7583.2	7.372e+09	-9060.1
MGO               	2.001e+03	1.220e+04	8.590e+03	1.051e+04	1.203e+03	16662.8	1.035e+04	19.6
LCA               	8.401e+09	1.874e+10	4.408e+09	1.874e+10	6.172e+08	5.6	1.874e+10	-16637.7
DE                	1.874e+03	9.893e+03	7.375e+03	7.871e+03	1.033e+03	16664.7	8.040e+03	21.5
PSO               	3.628e+03	1.456e+06	9.966e+06	5.052e+04	1.396e+06	8336.2	1.454e+06	-8307.1
GWO               	1.236e+04	9.024e+06	1.596e+07	1.370e+05	2.234e+06	16667.0	9.022e+06	23.7
