Dim,Func,Variant,Best,Median,Mean,Std,p_vs_iPWO,iPWO_better
30,28,noOED,3100,3100,3134.13455039194,54.2638007193009,0.836736855605276,0
30,28,noNAS,3100,3100,3121.45472261684,44.3965654819718,0.118709779233656,0
30,28,PWO,3187.40863430398,3473.86390493069,3574.19064504267,316.295763010053,5.70695665088825e-17,1
30,29,iPWO,3257.52136495049,3347.84402328037,3341.6876294758,28.16290052739,NaN,0
30,29,noECR,3257.52136495049,3347.84402328037,3341.6876294758,28.16290052739,1,0
30,29,noOED,3283.08748831721,3356.51525590944,3351.38500637542,25.3921021825921,0.0344388531305544,1
30,29,noNAS,3247.5991942776,3344.33633760023,3341.07408734388,24.9466121817194,0.331825940879157,0
30,29,PWO,3954.81225899206,5017.54017189843,4971.78329080085,491.932213136601,3.30368150166619e-18,1
30,30,iPWO,4945.46366967028,5114.7946826758,5143.06517273308,146.112853864239,NaN,0
30,30,noECR,4945.46366967028,5114.7946826758,5143.06517273308,146.112853864239,1,0
30,30,noOED,4943.1708794008,5088.4726294992,5117.21850708245,122.584443389225,0.266572903962246,0
30,30,noNAS,4949.92372042888,5076.41218172917,5116.74313742579,169.056897755427,0.0276723224708396,0
30,30,PWO,171330.100633159,2583008.29986697,5664026.73243494,8884455.66313389,3.30368150166619e-18,1
